ProductID,ProductName,Category,Brand,MRP,DiscountPercent,SellingPrice,CostPrice
426,Galaxy Tab,Electronics,Samsung,26251,12,23100.88,18255.59
427,Sports T-Shirt,Fashion,Nike,3510,20,2808.0,1977.02
428,iPhone 16,Electronics,Apple,46964,9,42737.24,26786.26
429,Galaxy Buds,Electronics,Samsung,140867,21,111284.93,76265.03
430,HP Pavilion Laptop,Electronics,HP,15923,33,10668.41,7408.71
431,Cooking Oil,Grocery,Fortune,757,29,537.47,385.01
432,Mixer Grinder,Home,Philips,1953,34,1288.98,879.35
433,Serum,Beauty,L'Oreal,1054,28,758.88,514.52
434,Tea,Grocery,Tata,690,6,648.6,515.22
435,Face Wash,Beauty,Lakme,238,16,199.92,128.83
436,Water Bottle,Home,Milton,13993,25,10494.75,8029.15
437,Running Shoes,Fashion,Nike,911,20,728.8,542.98
438,Atta,Grocery,Aashirvaad,412,17,341.96,229.64
439,Slim Jeans,Fashion,Levis,4345,35,2824.25,2071.55
440,Water Bottle,Home,Milton,14477,26,10712.98,8225.65
441,Slim Jeans,Fashion,Levis,5536,17,4594.88,2878.08
442,Tea,Grocery,Tata,501,32,340.68,241.9
443,Galaxy Tab,Electronics,Samsung,33801,15,28730.85,18307.36
444,Sneakers,Fashion,Adidas,4446,32,3023.28,2333.31
445,Slim Jeans,Fashion,Levis,3888,11,3460.32,2700.18
446,Cooking Oil,Grocery,Fortune,529,8,486.68,329.03
447,Galaxy Buds,Electronics,Samsung,57671,15,49020.35,34564.51
448,Cookware Set,Home,Prestige,977,29,693.67,466.0
449,Shampoo,Beauty,L'Oreal,969,15,823.65,568.92
450,Atta,Grocery,Aashirvaad,368,10,331.2,203.45
451,Galaxy Buds,Electronics,Samsung,96629,20,77303.2,55941.07
452,Mixer Grinder,Home,Philips,4789,14,4118.54,2490.17
453,Serum,Beauty,L'Oreal,2676,22,2087.28,1378.8
454,Bravia TV,Electronics,Sony,50649,20,40519.2,30072.15
455,Atta,Grocery,Aashirvaad,63,26,46.62,32.32
456,Water Bottle,Home,Milton,1162,17,964.46,649.95
457,Running Shoes,Fashion,Nike,5859,35,3808.35,2944.91
458,HP Pavilion Laptop,Electronics,HP,98960,25,74220.0,46947.17
459,Sports T-Shirt,Fashion,Nike,1613,31,1112.97,672.71
460,Lipstick,Beauty,Lakme,1340,19,1085.4,846.77
461,Bravia TV,Electronics,Sony,144823,35,94134.95,74955.15
462,Shampoo,Beauty,L'Oreal,508,11,452.12,307.76
463,Track Pants,Fashion,Adidas,663,22,517.14,373.93
464,Slim Jeans,Fashion,Levis,680,21,537.2,356.4
465,Tea,Grocery,Tata,380,9,345.8,211.97
466,Atta,Grocery,Aashirvaad,442,24,335.92,221.55
467,Water Bottle,Home,Milton,2122,5,2015.9,1260.31
468,Galaxy S25,Electronics,Samsung,136286,18,111754.52,81646.11
469,Atta,Grocery,Aashirvaad,554,8,509.68,371.45
470,Cookware Set,Home,Prestige,2728,5,2591.6,1824.95
471,Atta,Grocery,Aashirvaad,642,23,494.34,345.53
472,Sneakers,Fashion,Adidas,1927,23,1483.79,965.13
473,HP Pavilion Laptop,Electronics,HP,44871,17,37242.93,26090.84
474,MacBook Air M3,Electronics,Apple,100326,6,94306.44,58381.65
475,Water Bottle,Home,Milton,7896,32,5369.28,3595.04
476,Slim Jeans,Fashion,Levis,3925,33,2629.75,1910.59
477,Atta,Grocery,Aashirvaad,518,11,461.02,316.02
478,Face Wash,Beauty,Lakme,2494,5,2369.3,1476.43
479,iPhone 16,Electronics,Apple,13428,35,8728.2,6744.16
480,HP Pavilion Laptop,Electronics,HP,88515,19,71697.15,48838.91
481,Cooking Oil,Grocery,Fortune,945,35,614.25,404.03
482,Bravia TV,Electronics,Sony,59687,30,41780.9,29167.82
483,Galaxy S25,Electronics,Samsung,88490,32,60173.2,37209.56
484,Bravia TV,Electronics,Sony,114883,5,109138.85,81049.71
485,Shampoo,Beauty,L'Oreal,428,30,299.6,226.59
486,Mixer Grinder,Home,Philips,4113,9,3742.83,2371.42
487,Shampoo,Beauty,L'Oreal,1414,33,947.38,606.15
488,Tea,Grocery,Tata,480,32,326.4,228.73
489,Lipstick,Beauty,Lakme,2276,8,2093.92,1399.97
490,Serum,Beauty,L'Oreal,1058,27,772.34,489.82
491,Tea,Grocery,Tata,383,30,268.1,184.87
492,Lipstick,Beauty,Lakme,1684,5,1599.8,1099.25
493,Shampoo,Beauty,L'Oreal,973,30,681.1,486.96
494,HP Pavilion Laptop,Electronics,HP,73873,12,65008.24,40662.73
495,Cookware Set,Home,Prestige,11806,29,8382.26,5033.77
496,Running Shoes,Fashion,Nike,1683,12,1481.04,1089.53
497,Cookware Set,Home,Prestige,11269,12,9916.72,6259.64
498,Slim Jeans,Fashion,Levis,984,26,728.16,463.25
499,Mixer Grinder,Home,Philips,10904,16,9159.36,5750.14
500,Mixer Grinder,Home,Philips,12865,31,8876.85,6256.84
