ReturnID,OrderID,CustomerID,ProductID,ReturnDate,ReturnReason,RefundAmount,RefundStatus
412,4520,14746,169,2025-03-23,Quality Not Satisfactory,4971.76,Processed
413,4535,16562,132,2025-12-08,Size Issue,3650.84,Rejected
414,4546,16785,99,2025-05-28,Quality Not Satisfactory,11782.03,Rejected
415,4547,3328,305,2026-05-28,Changed Mind,237735.94,Processed
416,4554,1169,324,2025-05-29,Late Delivery,3154.23,Processed
417,4560,13558,444,2026-06-25,Product Not as Described,8209.79,Processed
418,4590,13516,443,2025-04-26,Product Not as Described,111250.39,Processed
419,4602,3596,490,2025-11-12,Changed Mind,675.04,Processed
420,4609,18568,469,2025-01-20,Changed Mind,1278.47,Processed
421,4613,14203,448,2026-01-18,Quality Not Satisfactory,607.92,Rejected
422,4628,18858,451,2024-08-15,Wrong Item Delivered,297264.41,Processed
423,4629,5823,283,2024-08-07,Size Issue,4554.31,Processed
424,4630,10535,334,2025-07-31,Changed Mind,1482.43,Processed
425,4647,1057,343,2026-08-05,Defective Product,13513.99,Processed
426,4649,14264,92,2025-02-18,Late Delivery,2826.07,Processed
427,4680,13184,467,2025-01-08,Product Not as Described,5869.11,Rejected
428,4684,6517,206,2026-04-20,Size Issue,1839.04,Rejected
429,4689,5146,296,2026-03-07,Late Delivery,1004.22,Processed
430,4696,6758,183,2024-11-23,Wrong Item Delivered,2860.6,Rejected
431,4720,14440,279,2024-08-09,Wrong Item Delivered,238.69,Processed
432,4752,19517,422,2026-02-26,Wrong Item Delivered,11221.99,Processed
433,4762,14802,173,2024-10-28,Wrong Item Delivered,111.31,Pending
434,4810,4049,418,2025-03-16,Late Delivery,41771.4,Processed
435,4811,18318,276,2025-01-19,Changed Mind,3105.96,Pending
436,4838,13555,205,2026-07-08,Changed Mind,64892.94,Pending
437,4841,1990,484,2025-11-23,Changed Mind,491537.49,Pending
438,4844,10751,385,2024-08-15,Wrong Item Delivered,2339.56,Processed
439,4852,10438,382,2025-09-22,Changed Mind,21671.7,Pending
440,4868,6830,241,2025-11-10,Quality Not Satisfactory,1208.14,Rejected
441,4878,14483,256,2025-10-25,Late Delivery,1077.79,Rejected
442,4889,390,263,2025-03-12,Wrong Item Delivered,6447.27,Rejected
443,4901,13447,232,2025-02-25,Damaged Product,178227.47,Rejected
444,4920,223,10,2024-10-24,Quality Not Satisfactory,7399.33,Rejected
445,4947,9161,228,2026-03-19,Late Delivery,45998.51,Processed
446,4953,11073,57,2025-04-25,Late Delivery,18589.4,Rejected
447,4961,11845,33,2026-01-18,Late Delivery,12593.4,Processed
448,4964,12380,351,2025-11-29,Changed Mind,665.68,Pending
449,4970,15773,54,2024-08-08,Product Not as Described,2097.4,Rejected
450,4974,2400,202,2026-03-03,Wrong Item Delivered,3266.27,Processed
451,4981,944,234,2026-02-12,Product Not as Described,2463.01,Rejected
452,4997,4481,299,2025-03-28,Quality Not Satisfactory,302831.41,Pending
453,5037,7352,89,2026-05-16,Changed Mind,267834.45,Processed
454,5038,4578,148,2024-12-23,Quality Not Satisfactory,4672.62,Processed
455,5039,19555,354,2025-07-08,Quality Not Satisfactory,2055.11,Rejected
456,5041,4711,448,2025-05-31,Damaged Product,1675.24,Processed
457,5048,11201,315,2025-09-08,Changed Mind,14335.09,Rejected
458,5053,15607,327,2025-10-25,Late Delivery,17295.14,Rejected
459,5065,11279,131,2024-11-01,Quality Not Satisfactory,6715.44,Rejected
460,5066,14214,119,2024-11-08,Late Delivery,12038.69,Processed
461,5095,6089,223,2026-06-21,Quality Not Satisfactory,255815.92,Processed
462,5118,8472,312,2026-04-13,Wrong Item Delivered,6222.42,Rejected
463,5120,17902,490,2025-05-29,Late Delivery,1951.03,Processed
464,5130,4416,444,2024-10-13,Wrong Item Delivered,10747.07,Rejected
465,5137,2306,73,2026-06-03,Defective Product,152112.92,Pending
466,5143,13699,307,2025-12-20,Changed Mind,6161.98,Pending
467,5150,19914,100,2026-07-16,Wrong Item Delivered,435.9,Processed
468,5163,15773,181,2025-01-10,Late Delivery,10708.55,Rejected
469,5179,666,371,2026-07-27,Damaged Product,813.06,Pending
470,5187,18278,260,2025-04-17,Damaged Product,1171.96,Processed
471,5196,18512,349,2026-02-04,Product Not as Described,3718.16,Rejected
472,5199,2786,144,2025-02-24,Late Delivery,22417.35,Rejected
473,5218,9188,73,2024-09-03,Size Issue,34032.18,Processed
474,5233,5705,208,2024-12-25,Wrong Item Delivered,1321.18,Processed
475,5250,7855,58,2025-01-30,Size Issue,3185.5,Pending
476,5252,15162,438,2025-03-08,Late Delivery,1597.63,Rejected
477,5268,8941,91,2024-12-14,Late Delivery,224319.76,Processed
478,5276,7370,239,2024-11-24,Defective Product,13496.78,Processed
479,5297,4981,142,2025-02-06,Late Delivery,4791.15,Rejected
480,5302,9052,205,2024-11-19,Quality Not Satisfactory,26994.91,Rejected
481,5358,12958,91,2025-05-04,Damaged Product,416331.37,Pending
482,5360,9087,52,2025-05-10,Defective Product,28211.54,Processed
483,5377,7883,372,2026-05-11,Defective Product,147052.44,Rejected
484,5388,1350,308,2026-08-04,Changed Mind,9879.58,Rejected
485,5399,7900,139,2025-08-29,Size Issue,1952.59,Rejected
486,5403,7201,257,2026-06-01,Damaged Product,15301.64,Processed
487,5409,5526,44,2026-05-23,Size Issue,4162.86,Pending
488,5431,653,478,2026-02-03,Quality Not Satisfactory,10817.95,Processed
489,5475,261,194,2025-09-02,Changed Mind,6497.66,Processed
490,5509,18007,391,2025-03-20,Defective Product,544.81,Pending
491,5512,1728,24,2025-03-19,Quality Not Satisfactory,7063.98,Processed
492,5517,17682,118,2026-03-31,Damaged Product,32646.43,Rejected
493,5519,2968,228,2025-10-30,Quality Not Satisfactory,37738.11,Processed
494,5539,15828,231,2026-06-25,Size Issue,186378.37,Pending
495,5555,12957,77,2025-02-05,Product Not as Described,846.2,Pending
496,5569,18075,267,2025-08-14,Wrong Item Delivered,7503.85,Processed
497,5584,17988,152,2025-06-26,Changed Mind,102619.9,Processed
498,5596,12683,210,2025-06-10,Wrong Item Delivered,16372.1,Processed
499,5605,17364,93,2026-01-22,Damaged Product,14156.45,Processed
500,5611,17491,72,2025-07-14,Wrong Item Delivered,1871.47,Processed
501,5613,1215,137,2025-08-11,Size Issue,2365.82,Processed
502,5628,4471,332,2025-01-19,Changed Mind,10137.38,Rejected
503,5638,5977,201,2025-06-13,Defective Product,26756.31,Processed
504,5640,7451,387,2024-10-24,Wrong Item Delivered,26558.13,Processed
505,5650,10867,478,2025-08-22,Wrong Item Delivered,4425.61,Processed
506,5661,13421,55,2025-03-25,Damaged Product,2836.47,Processed
507,5664,7005,490,2025-09-25,Size Issue,1300.9,Processed
508,5693,15539,450,2024-07-30,Wrong Item Delivered,1108.53,Processed
509,5697,7960,338,2025-05-10,Changed Mind,635.79,Processed
510,5698,5445,318,2024-09-20,Changed Mind,188984.88,Processed
511,5715,11692,97,2026-05-17,Quality Not Satisfactory,3188.31,Rejected
512,5727,979,153,2025-04-01,Size Issue,132269.01,Processed
513,5731,11129,214,2025-04-03,Size Issue,4791.28,Pending
514,5742,17797,36,2024-08-23,Damaged Product,169292.8,Processed
515,5752,18671,135,2025-07-18,Damaged Product,255835.42,Processed
516,5763,18851,105,2026-05-26,Changed Mind,847.02,Processed
517,5768,12917,402,2025-09-30,Defective Product,1844.65,Pending
518,5782,15644,28,2024-12-24,Quality Not Satisfactory,89398.14,Processed
519,5797,429,379,2026-02-17,Defective Product,869.48,Pending
520,5823,16242,430,2026-05-03,Product Not as Described,28583.07,Rejected
521,5844,14865,93,2025-11-23,Changed Mind,15941.44,Processed
522,5853,9944,10,2024-08-28,Late Delivery,14420.33,Processed
523,5862,4608,171,2026-04-07,Wrong Item Delivered,5095.53,Processed
524,5868,5495,481,2025-10-23,Changed Mind,1166.74,Pending
525,5870,9359,63,2025-05-11,Changed Mind,6155.98,Processed
526,5875,18358,191,2025-01-25,Damaged Product,2086.22,Processed
527,5897,9655,268,2025-07-08,Size Issue,292577.42,Processed
528,5901,15404,375,2026-06-17,Late Delivery,258.81,Rejected
529,5935,5195,375,2024-10-01,Changed Mind,464.58,Pending
530,5942,8438,319,2025-10-12,Defective Product,2895.95,Pending
531,5943,11628,21,2025-07-02,Changed Mind,120403.38,Processed
532,5951,143,116,2026-01-29,Late Delivery,6643.74,Pending
533,5953,8088,422,2025-12-16,Quality Not Satisfactory,8925.63,Processed
534,5970,7366,276,2024-10-30,Wrong Item Delivered,1856.92,Processed
535,5985,1474,314,2025-01-09,Defective Product,10723.03,Pending
536,5990,18750,465,2025-09-09,Product Not as Described,1674.52,Processed
537,6011,1791,426,2024-08-16,Wrong Item Delivered,19866.01,Pending
538,6014,18307,477,2024-12-17,Changed Mind,1245.82,Rejected
539,6017,16954,39,2025-07-07,Size Issue,1765.08,Processed
540,6023,5981,178,2024-08-18,Product Not as Described,1482.98,Processed
541,6035,11588,174,2024-11-16,Damaged Product,72572.96,Pending
542,6078,17736,271,2024-10-25,Size Issue,863.53,Processed
543,6089,16203,53,2025-01-03,Size Issue,43787.15,Processed
544,6090,6421,467,2025-06-23,Size Issue,1992.76,Processed
545,6091,17706,359,2026-07-11,Size Issue,7380.63,Processed
546,6115,16962,60,2025-09-03,Late Delivery,9590.61,Rejected
547,6118,12781,206,2026-03-09,Changed Mind,6614.74,Rejected
548,6122,13467,310,2025-02-05,Quality Not Satisfactory,4046.28,Rejected
549,6126,16123,419,2026-05-03,Quality Not Satisfactory,167932.6,Rejected
550,6141,358,101,2026-02-02,Size Issue,18494.95,Processed
551,6143,7355,80,2025-09-23,Wrong Item Delivered,10466.77,Processed
552,6147,4662,308,2024-10-21,Quality Not Satisfactory,2129.09,Pending
553,6193,14257,174,2026-06-29,Size Issue,15397.6,Rejected
554,6197,19316,310,2025-07-11,Size Issue,2321.76,Pending
555,6219,9753,344,2026-03-15,Quality Not Satisfactory,342.19,Processed
556,6240,6755,384,2026-07-10,Damaged Product,1931.73,Pending
557,6246,6881,119,2026-02-12,Damaged Product,12541.97,Processed
558,6266,9411,128,2025-07-20,Quality Not Satisfactory,2312.52,Rejected
559,6278,7245,74,2026-01-05,Quality Not Satisfactory,31294.8,Rejected
560,6302,13261,311,2026-01-07,Defective Product,955.98,Rejected
561,6307,4342,101,2025-02-25,Defective Product,18795.46,Pending
562,6316,750,421,2025-07-22,Defective Product,37971.89,Processed
563,6317,524,330,2024-08-07,Defective Product,15444.78,Pending
564,6327,19617,41,2024-12-25,Wrong Item Delivered,10282.73,Processed
565,6334,16346,163,2025-10-03,Damaged Product,9708.51,Processed
566,6340,8281,121,2025-09-15,Size Issue,851.54,Processed
567,6355,15914,156,2024-12-28,Changed Mind,54808.62,Processed
568,6358,13507,314,2025-02-04,Changed Mind,4591.86,Rejected
569,6361,10907,152,2026-04-29,Damaged Product,134771.34,Processed
570,6368,13992,392,2026-03-31,Wrong Item Delivered,161248.85,Rejected
571,6370,8288,398,2024-08-16,Defective Product,1855.05,Pending
572,6393,15845,57,2026-05-19,Changed Mind,20543.42,Processed
573,6403,18263,72,2025-11-02,Size Issue,5704.64,Processed
574,6418,17703,413,2025-02-09,Size Issue,420.03,Pending
575,6427,19188,35,2026-04-17,Late Delivery,5723.61,Processed
576,6491,8617,369,2025-11-25,Product Not as Described,3391.72,Pending
577,6513,4964,193,2026-05-10,Changed Mind,170269.69,Pending
578,6524,13937,439,2025-04-24,Quality Not Satisfactory,12254.0,Processed
579,6542,2753,385,2025-11-25,Late Delivery,2229.88,Rejected
580,6551,1800,303,2025-12-01,Quality Not Satisfactory,38010.02,Processed
581,6559,10186,201,2025-05-29,Size Issue,10157.13,Pending
582,6564,19623,361,2025-09-10,Changed Mind,10584.36,Processed
583,6569,10743,401,2025-10-17,Damaged Product,800.72,Processed
584,6588,14017,195,2025-11-28,Late Delivery,3073.47,Processed
585,6589,3815,230,2026-01-30,Damaged Product,17668.51,Processed
586,6600,13312,88,2025-06-22,Defective Product,1327.01,Rejected
587,6608,9847,38,2024-10-30,Wrong Item Delivered,417246.63,Pending
588,6638,7463,430,2026-04-15,Product Not as Described,26978.45,Processed
589,6651,17063,175,2025-08-30,Late Delivery,23297.85,Processed
590,6694,10700,85,2024-12-06,Product Not as Described,1634.21,Rejected
591,6702,18963,177,2025-11-12,Defective Product,2580.58,Pending
592,6722,9444,162,2026-01-09,Quality Not Satisfactory,5109.21,Rejected
593,6728,7,202,2025-01-21,Defective Product,10815.75,Processed
594,6741,5871,117,2024-08-06,Product Not as Described,2054.96,Processed
595,6785,3796,448,2026-07-20,Product Not as Described,2550.36,Processed
596,6794,3374,252,2025-12-06,Product Not as Described,14983.11,Rejected
597,6798,19997,464,2026-05-23,Defective Product,2581.38,Pending
598,6810,11627,408,2025-12-03,Changed Mind,162.49,Pending
599,6818,5904,72,2026-01-25,Product Not as Described,9836.87,Processed
600,6822,10958,188,2025-03-22,Quality Not Satisfactory,3287.91,Pending
601,6828,9148,497,2024-09-17,Changed Mind,49408.65,Rejected
602,6836,1046,62,2025-06-12,Changed Mind,6768.57,Processed
603,6865,12888,156,2024-08-31,Defective Product,89174.3,Rejected
604,6867,12177,111,2026-04-14,Quality Not Satisfactory,247584.76,Rejected
605,6869,3274,367,2025-03-10,Defective Product,1992.16,Pending
606,6876,1641,440,2025-03-27,Defective Product,18287.74,Processed
607,6920,1744,18,2024-09-25,Late Delivery,1843.14,Pending
608,6935,6170,233,2026-01-30,Size Issue,163402.02,Pending
609,6975,9902,445,2024-11-21,Damaged Product,6674.52,Pending
610,6995,18599,152,2025-02-08,Late Delivery,82653.0,Pending
611,6996,17664,458,2025-12-22,Size Issue,59699.74,Processed
612,7009,12625,37,2025-01-02,Late Delivery,19695.59,Rejected
613,7028,5172,132,2025-06-19,Defective Product,6340.36,Pending
614,7035,7142,410,2025-11-27,Product Not as Described,4509.49,Processed
615,7057,14048,196,2025-04-29,Damaged Product,1875.02,Processed
616,7060,8747,499,2025-01-06,Defective Product,31776.46,Processed
617,7067,9137,470,2026-03-12,Product Not as Described,2489.82,Processed
618,7068,16466,12,2024-11-23,Size Issue,18127.73,Processed
619,7075,4343,345,2024-12-24,Product Not as Described,14147.12,Rejected
620,7078,14526,372,2026-02-13,Size Issue,215763.92,Processed
621,7082,14141,313,2025-06-16,Damaged Product,180676.06,Processed
622,7084,9468,198,2026-01-21,Quality Not Satisfactory,358661.46,Pending
623,7090,8053,350,2025-10-13,Quality Not Satisfactory,34353.02,Processed
624,7092,8165,271,2025-07-26,Product Not as Described,828.79,Processed
625,7094,8317,126,2026-03-05,Product Not as Described,8425.8,Processed
626,7131,8847,293,2025-01-20,Changed Mind,3554.41,Processed
627,7135,15424,51,2025-09-08,Quality Not Satisfactory,367.04,Processed
628,7149,5939,484,2026-07-25,Late Delivery,350227.5,Processed
629,7165,3012,110,2026-03-07,Changed Mind,6342.3,Pending
630,7167,17062,426,2025-11-03,Late Delivery,80790.71,Processed
631,7174,3752,130,2025-10-25,Quality Not Satisfactory,4111.33,Processed
632,7180,4884,129,2025-11-30,Quality Not Satisfactory,89693.63,Processed
633,7183,17701,98,2026-06-29,Quality Not Satisfactory,125185.95,Rejected
634,7186,16907,202,2024-12-04,Quality Not Satisfactory,3139.12,Processed
635,7191,3964,114,2025-03-24,Size Issue,43816.43,Pending
636,7199,12276,458,2025-07-05,Defective Product,131443.55,Rejected
637,7200,4275,332,2025-10-13,Late Delivery,12700.68,Processed
638,7226,10597,42,2024-10-16,Late Delivery,300279.03,Processed
639,7237,5232,454,2025-04-13,Late Delivery,65414.53,Rejected
640,7239,7224,372,2025-07-16,Damaged Product,255620.02,Processed
641,7242,10563,70,2025-09-21,Quality Not Satisfactory,2194.67,Pending
642,7266,13546,34,2024-09-22,Quality Not Satisfactory,3103.42,Processed
643,7272,12003,474,2025-03-29,Defective Product,303206.76,Processed
644,7312,5526,407,2024-11-03,Wrong Item Delivered,10155.1,Processed
645,7314,10567,278,2026-06-25,Wrong Item Delivered,17106.52,Rejected
646,7316,16024,175,2026-02-12,Size Issue,20901.76,Processed
647,7320,7295,366,2024-08-24,Damaged Product,78393.44,Processed
648,7340,1299,398,2025-03-09,Late Delivery,661.16,Processed
649,7342,614,47,2025-08-24,Size Issue,109059.28,Processed
650,7367,2971,230,2024-12-04,Defective Product,68405.51,Processed
651,7371,16909,147,2025-05-28,Product Not as Described,1432.57,Processed
652,7397,14627,129,2025-03-19,Product Not as Described,426810.68,Rejected
653,7399,5595,470,2024-12-23,Damaged Product,2237.66,Processed
654,7413,19110,338,2025-03-29,Late Delivery,405.13,Processed
655,7423,5503,458,2026-03-15,Wrong Item Delivered,279880.73,Rejected
656,7437,16562,467,2026-02-23,Damaged Product,1969.8,Processed
657,7453,12865,466,2024-09-13,Quality Not Satisfactory,1267.38,Processed
658,7469,13277,423,2024-11-30,Defective Product,3107.82,Pending
659,7474,6891,251,2026-01-13,Product Not as Described,102420.63,Rejected
660,7482,8809,403,2025-05-02,Wrong Item Delivered,8789.2,Processed
661,7490,12140,225,2025-10-06,Wrong Item Delivered,1627.14,Processed
662,7496,11548,47,2025-06-04,Changed Mind,44662.64,Pending
663,7498,1983,188,2025-10-26,Defective Product,16291.37,Processed
664,7513,19158,449,2024-08-04,Late Delivery,3131.69,Processed
665,7519,4093,39,2025-06-20,Defective Product,3499.19,Pending
666,7532,9414,186,2025-05-23,Damaged Product,20707.08,Processed
667,7533,16905,459,2025-01-17,Product Not as Described,5433.34,Processed
668,7537,6381,152,2025-07-31,Defective Product,129665.12,Rejected
669,7540,11791,411,2025-04-17,Damaged Product,7007.09,Processed
670,7541,11498,303,2026-04-21,Wrong Item Delivered,7427.96,Rejected
671,7542,4141,184,2026-08-04,Product Not as Described,4974.9,Processed
672,7549,10223,117,2026-05-17,Defective Product,2049.19,Processed
673,7550,9120,124,2024-09-21,Damaged Product,190206.53,Rejected
674,7560,19568,278,2026-04-17,Defective Product,18302.89,Processed
675,7564,19852,264,2025-01-05,Quality Not Satisfactory,3287.89,Processed
676,7585,18071,281,2025-05-19,Damaged Product,6077.43,Processed
677,7593,5368,213,2024-12-14,Defective Product,3945.61,Processed
678,7596,11746,451,2026-01-24,Wrong Item Delivered,190165.3,Processed
679,7615,8914,485,2024-11-19,Wrong Item Delivered,719.06,Rejected
680,7620,6148,454,2024-08-29,Product Not as Described,147336.12,Processed
681,7627,920,158,2025-07-27,Quality Not Satisfactory,1960.7,Processed
682,7657,1663,403,2025-02-10,Damaged Product,5513.37,Processed
683,7670,2497,435,2025-03-01,Late Delivery,173.33,Pending
684,7675,970,332,2025-11-03,Wrong Item Delivered,12696.2,Processed
685,7678,495,124,2025-11-24,Damaged Product,297675.22,Processed
686,7714,4376,176,2025-05-10,Size Issue,542.07,Processed
687,7740,381,185,2025-09-03,Wrong Item Delivered,1176.72,Pending
688,7748,7189,404,2026-05-20,Size Issue,48606.43,Rejected
689,7758,4857,322,2025-12-31,Wrong Item Delivered,103104.27,Processed
690,7771,2960,354,2026-02-16,Wrong Item Delivered,514.85,Processed
691,7773,18685,359,2025-04-07,Size Issue,8110.8,Processed
692,7775,13261,429,2026-03-29,Wrong Item Delivered,508303.29,Pending
693,7781,8331,97,2024-09-27,Changed Mind,2913.08,Processed
694,7792,13765,322,2024-11-29,Changed Mind,230949.57,Pending
695,7810,5049,391,2025-04-21,Defective Product,740.92,Processed
696,7819,6400,56,2024-09-08,Size Issue,3406.56,Processed
697,7826,5154,480,2026-01-25,Wrong Item Delivered,185446.27,Processed
698,7828,3275,264,2025-09-20,Size Issue,715.78,Processed
699,7841,6730,266,2025-08-30,Size Issue,12305.13,Processed
700,7842,18393,82,2024-10-10,Defective Product,10048.55,Rejected
701,7846,8499,221,2025-05-12,Product Not as Described,3516.0,Pending
702,7855,7379,66,2026-02-17,Product Not as Described,1031.76,Processed
703,7857,12057,320,2025-11-19,Defective Product,1470.9,Processed
704,7861,19379,391,2025-01-01,Changed Mind,743.78,Processed
705,7865,15773,421,2025-01-27,Size Issue,28457.3,Processed
706,7880,11960,46,2026-04-16,Wrong Item Delivered,163681.7,Processed
707,7888,15005,375,2026-02-01,Product Not as Described,403.42,Pending
708,7896,2617,245,2026-01-23,Wrong Item Delivered,3297.32,Rejected
709,7897,659,84,2024-11-20,Late Delivery,6257.15,Processed
710,7906,8876,160,2024-09-07,Wrong Item Delivered,85625.38,Processed
711,7911,157,263,2024-10-25,Size Issue,7158.59,Rejected
712,7940,6275,203,2025-02-14,Late Delivery,1441.62,Processed
713,7965,18148,434,2025-11-08,Quality Not Satisfactory,2454.81,Rejected
714,7987,4021,360,2025-03-20,Product Not as Described,2003.73,Processed
715,8000,5019,223,2026-01-01,Changed Mind,70086.71,Rejected
716,8012,9968,91,2026-03-24,Product Not as Described,329893.52,Pending
717,8013,3947,265,2026-04-08,Late Delivery,2824.33,Processed
718,8023,5103,288,2025-03-24,Wrong Item Delivered,2095.63,Processed
719,8026,3618,256,2026-03-20,Product Not as Described,666.11,Rejected
720,8034,17157,301,2024-12-27,Defective Product,4852.77,Processed
721,8056,1482,454,2025-11-08,Size Issue,68549.85,Processed
722,8062,8325,463,2025-06-23,Size Issue,1284.9,Pending
723,8064,15282,75,2026-03-04,Product Not as Described,1468.36,Pending
724,8065,17335,329,2024-12-14,Product Not as Described,2285.34,Pending
725,8074,14220,122,2026-05-02,Changed Mind,12651.82,Processed
726,8077,7204,29,2026-03-21,Changed Mind,579034.32,Pending
727,8080,6179,110,2026-06-05,Size Issue,3353.99,Processed
728,8085,7191,479,2025-12-28,Product Not as Described,28934.75,Processed
729,8115,16910,155,2025-09-19,Wrong Item Delivered,25009.75,Pending
730,8118,13964,137,2025-08-18,Defective Product,2781.54,Processed
731,8120,15529,487,2025-01-03,Quality Not Satisfactory,855.39,Processed
732,8134,12394,37,2025-05-09,Quality Not Satisfactory,11058.36,Processed
733,8148,2351,269,2026-04-17,Product Not as Described,541.42,Rejected
734,8155,7818,474,2024-11-02,Quality Not Satisfactory,447469.94,Processed
735,8169,5513,419,2026-05-09,Size Issue,58488.38,Rejected
736,8182,11687,315,2024-11-02,Quality Not Satisfactory,14039.79,Processed
737,8184,8168,416,2025-02-26,Product Not as Described,3539.57,Processed
738,8197,14726,100,2024-11-16,Late Delivery,1186.02,Processed
739,8202,1922,292,2026-03-16,Late Delivery,76232.43,Pending
740,8214,16877,194,2025-10-30,Wrong Item Delivered,9574.84,Processed
741,8216,8418,63,2024-09-25,Wrong Item Delivered,4099.59,Processed
742,8229,5724,223,2025-12-07,Wrong Item Delivered,185367.28,Processed
743,8234,7653,65,2026-01-08,Damaged Product,2027.05,Pending
744,8252,16435,37,2024-09-30,Changed Mind,10975.94,Processed
745,8253,5678,310,2025-01-07,Late Delivery,5508.18,Processed
746,8261,5505,387,2024-08-14,Late Delivery,24522.89,Processed
747,8262,18206,331,2025-05-23,Changed Mind,95477.34,Processed
748,8271,4433,314,2026-05-24,Size Issue,10269.21,Processed
749,8276,4136,46,2025-09-04,Product Not as Described,51826.74,Processed
750,8292,16779,467,2025-05-10,Size Issue,9626.13,Processed
751,8301,12813,100,2024-10-28,Defective Product,2009.34,Rejected
752,8308,12359,301,2025-09-30,Defective Product,7913.13,Processed
753,8326,9181,16,2025-04-29,Wrong Item Delivered,3900.19,Processed
754,8353,7724,409,2025-11-06,Product Not as Described,6193.55,Pending
755,8363,7539,242,2026-01-27,Late Delivery,3437.37,Processed
756,8367,15874,76,2024-11-17,Changed Mind,3343.12,Rejected
757,8380,4307,448,2025-07-18,Product Not as Described,2617.87,Processed
758,8384,10605,280,2026-03-01,Quality Not Satisfactory,1227.14,Rejected
759,8386,17727,117,2025-01-16,Damaged Product,2478.95,Processed
760,8406,18028,473,2024-09-11,Damaged Product,32377.72,Pending
761,8407,1866,24,2025-01-07,Wrong Item Delivered,4946.23,Processed
762,8410,7348,228,2025-01-02,Size Issue,10412.54,Processed
763,8426,17091,141,2026-02-02,Product Not as Described,961.83,Processed
764,8429,14664,50,2024-11-02,Size Issue,44866.52,Rejected
765,8432,17581,86,2025-06-02,Late Delivery,2809.17,Rejected
766,8440,16079,431,2026-01-13,Late Delivery,1508.58,Rejected
767,8443,13634,257,2024-09-27,Wrong Item Delivered,15746.05,Processed
768,8473,9249,348,2024-08-12,Quality Not Satisfactory,279918.58,Pending
769,8490,11036,95,2025-12-04,Damaged Product,409.34,Rejected
770,8498,17945,269,2025-10-14,Size Issue,716.57,Processed
771,8517,16934,5,2025-11-27,Wrong Item Delivered,2548.58,Processed
772,8520,3397,415,2024-10-10,Wrong Item Delivered,1002.77,Processed
773,8527,4605,455,2026-08-14,Changed Mind,43.58,Processed
774,8533,6271,164,2025-04-05,Wrong Item Delivered,788.58,Processed
775,8549,1225,386,2024-10-03,Defective Product,1402.96,Rejected
776,8552,17132,395,2025-03-17,Defective Product,3509.56,Processed
777,8574,7903,39,2026-03-27,Wrong Item Delivered,1408.56,Rejected
778,8609,14509,126,2025-03-05,Changed Mind,3593.89,Rejected
779,8651,12214,98,2026-04-10,Quality Not Satisfactory,35476.92,Rejected
780,8656,990,107,2026-03-23,Product Not as Described,1390.68,Processed
781,8671,9868,214,2025-02-06,Changed Mind,2227.66,Processed
782,8675,19835,308,2024-11-28,Damaged Product,6072.03,Processed
783,8696,8050,135,2025-06-08,Damaged Product,59662.51,Processed
784,8707,6497,384,2026-02-19,Damaged Product,1241.63,Processed
785,8726,4890,72,2025-06-30,Changed Mind,7430.7,Processed
786,8731,18801,324,2025-07-16,Quality Not Satisfactory,5456.01,Rejected
787,8738,11149,314,2024-10-08,Wrong Item Delivered,8823.29,Rejected
788,8742,9130,214,2025-12-31,Wrong Item Delivered,1046.7,Processed
789,8743,6098,270,2025-02-06,Size Issue,347.41,Processed
790,8757,19550,470,2026-01-16,Product Not as Described,4970.63,Processed
791,8759,17513,353,2025-07-04,Changed Mind,1044.58,Processed
792,8773,2991,449,2024-12-29,Wrong Item Delivered,2030.18,Processed
793,8804,6775,66,2025-09-14,Changed Mind,563.71,Rejected
794,8810,11238,476,2025-09-10,Size Issue,2606.8,Pending
795,8812,3620,468,2025-07-14,Damaged Product,422667.52,Processed
796,8823,776,255,2025-09-06,Damaged Product,2866.63,Processed
797,8835,15991,218,2024-12-04,Defective Product,106080.96,Processed
798,8843,11424,386,2025-10-01,Wrong Item Delivered,3204.24,Pending
799,8847,17219,369,2025-11-22,Damaged Product,5119.48,Pending
800,8849,199,211,2026-05-26,Size Issue,512438.33,Rejected
801,8852,19618,76,2025-04-17,Changed Mind,1856.22,Pending
802,8870,5196,13,2026-07-04,Changed Mind,3790.22,Processed
803,8873,16280,134,2025-05-17,Changed Mind,12947.36,Processed
804,8875,5993,385,2025-08-19,Late Delivery,745.66,Processed
805,8876,9269,431,2026-01-19,Defective Product,528.26,Rejected
806,8887,14222,453,2025-11-10,Late Delivery,1865.82,Processed
807,8901,13132,3,2024-11-01,Changed Mind,2466.8,Rejected
808,8909,15861,288,2025-07-17,Defective Product,10231.06,Pending
809,8917,8723,329,2025-10-18,Wrong Item Delivered,10438.76,Pending
810,8919,3744,189,2025-07-21,Wrong Item Delivered,606.03,Rejected
811,8920,8464,374,2025-01-24,Size Issue,2802.38,Pending
812,8921,9267,341,2026-05-08,Late Delivery,173181.59,Processed
813,8922,1826,218,2025-02-20,Product Not as Described,26404.09,Processed
814,8962,8631,220,2025-04-25,Wrong Item Delivered,5023.17,Pending
815,8963,1182,224,2026-03-13,Wrong Item Delivered,6237.82,Processed
816,8970,9720,326,2025-05-18,Size Issue,284.12,Rejected
817,8987,5603,498,2024-09-20,Quality Not Satisfactory,1906.07,Processed
818,8991,217,437,2026-08-04,Late Delivery,1168.94,Processed
819,8994,6101,311,2026-04-13,Product Not as Described,1012.62,Processed
